sample,processing_time_ms,sensor_time_ms,raw,smoothed,frequency
446,9270,202638.0,3117.0,3112.3062,844.69666
447,9290,202659.0,3120.0,3113.1199,845.68634
448,9305,202669.0,3115.0,3113.2703,845.8692
449,9322,202689.0,3115.0,3113.536,846.1923
450,9337,202699.0,3115.0,3113.653,846.3348
451,9355,202719.0,3114.0,3112.9705,845.5046
452,9372,202719.0,3114.0,3112.9705,845.5046
453,9388,202719.0,3114.0,3112.9705,845.5046
454,9406,202769.0,3116.0,3113.5378,846.1947
455,9422,202789.0,3118.0,3113.9287,846.67004
456,9437,202799.0,3114.0,3113.9343,846.6769
457,9454,202819.0,3115.0,3114.1716,846.9655
458,9472,202839.0,3115.0,3108.6316,840.2276
459,9487,202849.0,3117.0,3109.301,841.0418
460,9505,202869.0,3114.0,3110.3171,842.2776
461,9521,202889.0,3117.0,3108.0315,839.49774
462,9540,202909.0,3128.0,3110.1418,842.0644
463,9555,202919.0,3115.0,3110.5305,842.5371
464,9571,202939.0,3117.0,3111.5242,843.7456
465,9587,202949.0,3113.0,3111.6423,843.88934
466,9605,202969.0,3112.0,3111.8445,844.1352
467,9622,202989.0,3133.0,3114.0637,846.8343
468,9639,202999.0,3098.0,3112.7786,845.27124
469,9655,203019.0,3120.0,3113.446,846.08307
470,9672,203039.0,3115.0,3113.832,846.5525
471,9688,203039.0,3115.0,3113.832,846.5525
472,9705,203069.0,3118.0,3115.9792,849.16394
473,9722,203089.0,3115.0,3113.8418,846.56433
474,9738,203099.0,3114.0,3113.8545,846.5798
475,9756,203119.0,3115.0,3114.0303,846.7936
476,9771,203139.0,3036.0,3107.8594,839.2884
477,9789,203159.0,3132.0,3111.4202,843.61914
478,9804,203169.0,3115.0,3111.7065,843.9674
479,9821,203189.0,3116.0,3112.219,844.59064
480,9837,203199.0,3129.0,3113.5615,846.2235
481,9855,203219.0,3145.0,3116.256,849.5007
482,9871,203239.0,3086.0,3113.7432,846.4444
483,9889,203259.0,3116.0,3114.3843,847.2241
484,9904,203269.0,3115.0,3114.4336,847.28406
485,9921,203289.0,3116.0,3114.527,847.3978
486,9939,203309.0,3136.0,3116.206,849.43976
487,9955,203319.0,3115.0,3116.1096,849.3225
488,9972,203339.0,3112.0,3116.8032,850.1661
489,9987,203339.0,3112.0,3116.8032,850.1661
490,10005,203369.0,3117.0,3116.4229,849.7035
491,10022,203389.0,3097.0,3115.7212,848.8501
492,10038,203399.0,3115.0,3115.6636,848.78
493,10055,203419.0,3135.0,3117.0881,850.51263
494,10072,203439.0,3144.0,3119.161,853.0335
495,10089,203459.0,3085.0,3116.269,849.51636
496,10105,203469.0,3114.0,3116.0874,849.2955
497,10123,203489.0,3116.0,3116.81,850.1744
498,10138,203509.0,3117.0,3118.1638,851.82086
