sample,time_ms,raw,smoothed,frequency
520,9491,2862.0,2728.7,378.1486
521,9510,2873.0,2749.98,404.0297
522,9526,2872.0,2769.02,427.1865
523,9541,2874.0,2777.42,437.40262
524,9558,2882.0,2793.04,456.40005
525,9575,2880.0,2799.99,464.8527
526,9594,2876.0,2811.38,478.70526
527,9609,2860.0,2819.43,488.49588
528,9627,2837.0,2823.53,493.48248
529,9643,2820.0,2823.25,493.14188
530,9660,2784.0,2818.69,487.5959
531,9675,2766.0,2814.48,482.47565
532,9692,2710.0,2800.49,465.4608
533,9710,2657.0,2780.73,441.42838
534,9725,2633.0,2768.91,427.0526
535,9744,2565.0,2739.87,391.73392
536,9759,2513.0,2707.38,352.2188
537,9777,2480.0,2689.19,330.0959
538,9794,2418.0,2650.04,282.48114
539,9810,2360.0,2607.55,230.80412
540,9827,2326.0,2585.02,203.40273
541,9844,2274.0,2539.17,147.6391
542,9860,2237.0,2494.22,100.0
543,9877,2228.0,2472.93,100.0
544,9894,2225.0,2434.7,100.0
545,9908,2225.0,2417.92,100.0
546,9927,2244.0,2390.62,100.0
547,9943,2274.0,2371.16,100.0
548,9960,2289.0,2364.59,100.0
549,9975,2329.0,2357.94,100.0
550,9994,2362.0,2357.46,100.0
551,10010,2377.0,2359.03,100.0
552,10026,2393.0,2363.8,100.0
553,10043,2389.0,2367.89,100.0
554,10059,2392.0,2369.82,100.0
555,10076,2396.0,2373.62,100.0
556,10093,2419.0,2379.56,100.0
557,10110,2436.0,2384.08,100.0
558,10126,2442.0,2393.19,100.0
559,10143,2437.0,2396.7,100.0
560,10160,2421.0,2400.95,100.0
561,10174,2425.0,2404.35,100.0
562,10194,2448.0,2410.32,100.0
563,10208,2459.0,2414.21,100.0
564,10227,2492.0,2424.39,100.0
565,10243,2497.0,2430.2,100.0
566,10260,2503.0,2441.16,100.0
567,10277,2505.0,2451.19,100.0
568,10291,2512.0,2456.05,100.0
569,10308,2516.0,2465.41,100.0
570,10328,2445.0,2467.5,100.0
571,10343,2452.0,2466.26,100.0
572,10359,2442.0,2468.5,100.0
573,10375,2475.0,2469.02,100.0
574,10391,2486.0,2470.3,100.0
575,10410,2520.0,2476.46,100.0
576,10427,2539.0,2481.46,100.0
577,10442,2559.0,2492.86,100.0
578,10460,2569.0,2503.89,104.73095
579,10476,2580.0,2509.98,112.13782
580,10491,2584.0,2521.06,125.61359
581,10511,2592.0,2531.51,138.32298
582,10525,2592.0,2536.35,144.20958
583,10543,2597.0,2545.67,155.5445
584,10560,2597.0,2553.77,165.39597
585,10577,2596.0,2557.15,169.50664
586,10593,2603.0,2563.97,177.80132
587,10610,2604.0,2570.05,185.19601
588,10626,2608.0,2573.08,188.88118
589,10644,2610.0,2578.61,195.60689
590,10659,2613.0,2581.36,198.95148
591,10676,2609.0,2585.68,204.20532
592,10692,2613.0,2589.87,209.30148
593,10708,2616.0,2591.96,211.8432
594,10726,2616.0,2595.66,216.34314
595,10743,2617.0,2599.01,220.41759
596,10758,2619.0,2600.61,222.36365
597,10774,2620.0,2603.37,225.7204
598,10794,2624.0,2606.24,229.21078
599,10809,2617.0,2607.1,230.25688
